run_id,step,neutrons,keff
1,0,5,-1
1,1,11,2.2
1,2,14,1.2727272727272727
1,3,22,1.5714285714285714
1,4,37,1.6818181818181819
1,5,46,1.2432432432432432
1,6,55,1.1956521739130435
1,7,50,0.9090909090909091
1,8,34,0.68
1,9,35,1.0294117647058822
1,10,54,1.542857142857143
1,11,48,0.8888888888888888
1,12,62,1.2916666666666667
1,13,44,0.7096774193548387
1,14,42,0.9545454545454546
1,15,51,1.2142857142857142
1,16,64,1.2549019607843137
1,17,27,0.421875
1,18,37,1.3703703703703705
1,19,41,1.1081081081081081
2,0,5,-1
2,1,6,1.2
2,2,16,2.6666666666666665
2,3,26,1.625
2,4,44,1.6923076923076923
2,5,48,1.0909090909090908
2,6,39,0.8125
2,7,35,0.8974358974358975
2,8,44,1.2571428571428571
2,9,51,1.1590909090909092
2,10,48,0.9411764705882353
2,11,29,0.6041666666666666
2,12,40,1.3793103448275863
2,13,37,0.925
2,14,45,1.2162162162162162
2,15,34,0.7555555555555555
2,16,52,1.5294117647058822
2,17,45,0.8653846153846154
2,18,48,1.0666666666666667
2,19,41,0.8541666666666666
3,0,2,-1
3,1,5,2.5
3,2,10,2.0
3,3,13,1.3
3,4,37,2.8461538461538463
3,5,48,1.2972972972972974
3,6,58,1.2083333333333333
3,7,40,0.6896551724137931
3,8,53,1.325
3,9,55,1.0377358490566038
3,10,43,0.7818181818181819
3,11,38,0.8837209302325582
3,12,41,1.0789473684210527
3,13,67,1.6341463414634145
3,14,59,0.8805970149253731
3,15,37,0.6271186440677966
3,16,40,1.0810810810810811
3,17,51,1.275
3,18,47,0.9215686274509803
3,19,67,1.425531914893617
4,0,1,-1
4,1,5,5.0
4,2,10,2.0
4,3,11,1.1
4,4,22,2.0
4,5,23,1.0454545454545454
4,6,34,1.4782608695652173
4,7,49,1.4411764705882353
4,8,43,0.8775510204081632
4,9,49,1.1395348837209303
4,10,43,0.8775510204081632
4,11,48,1.1162790697674418
4,12,61,1.2708333333333333
4,13,46,0.7540983606557377
4,14,37,0.8043478260869565
4,15,48,1.2972972972972974
4,16,48,1.0
4,17,54,1.125
4,18,36,0.6666666666666666
4,19,46,1.2777777777777777
5,0,5,-1
5,1,11,2.2
5,2,25,2.272727272727273
5,3,44,1.76
5,4,62,1.4090909090909092
5,5,41,0.6612903225806451
5,6,39,0.9512195121951219
5,7,62,1.5897435897435896
5,8,46,0.7419354838709677
5,9,60,1.3043478260869565
5,10,40,0.6666666666666666
5,11,54,1.35
5,12,71,1.3148148148148149
5,13,40,0.5633802816901409
5,14,39,0.975
5,15,61,1.564102564102564
5,16,62,1.0163934426229508
5,17,46,0.7419354838709677
5,18,58,1.2608695652173914
5,19,71,1.2241379310344827
6,0,3,-1
6,1,7,2.3333333333333335
6,2,11,1.5714285714285714
6,3,16,1.4545454545454546
6,4,22,1.375
6,5,31,1.4090909090909092
6,6,49,1.5806451612903225
6,7,31,0.6326530612244898
6,8,36,1.1612903225806452
6,9,48,1.3333333333333333
6,10,45,0.9375
6,11,36,0.8
6,12,34,0.9444444444444444
6,13,38,1.1176470588235294
6,14,50,1.3157894736842106
6,15,54,1.08
6,16,43,0.7962962962962963
6,17,38,0.8837209302325582
6,18,48,1.263157894736842
6,19,44,0.9166666666666666
7,0,3,-1
7,1,6,2.0
7,2,13,2.1666666666666665
7,3,27,2.076923076923077
7,4,36,1.3333333333333333
7,5,25,0.6944444444444444
7,6,54,2.16
7,7,66,1.2222222222222223
7,8,60,0.9090909090909091
7,9,47,0.7833333333333333
7,10,47,1.0
7,11,61,1.297872340425532
7,12,52,0.8524590163934426
7,13,42,0.8076923076923077
7,14,45,1.0714285714285714
7,15,73,1.6222222222222222
7,16,35,0.4794520547945205
7,17,53,1.5142857142857142
7,18,49,0.9245283018867925
7,19,62,1.2653061224489797
8,0,5,-1
8,1,14,2.8
8,2,31,2.2142857142857144
8,3,41,1.3225806451612903
8,4,46,1.1219512195121952
8,5,46,1.0
8,6,43,0.9347826086956522
8,7,54,1.255813953488372
8,8,60,1.1111111111111112
8,9,48,0.8
8,10,64,1.3333333333333333
8,11,53,0.828125
8,12,72,1.3584905660377358
8,13,36,0.5
8,14,62,1.7222222222222223
8,15,40,0.6451612903225806
8,16,60,1.5
8,17,63,1.05
8,18,64,1.0158730158730158
8,19,58,0.90625
9,0,2,-1
9,1,5,2.5
9,2,8,1.6
9,3,15,1.875
9,4,30,2.0
9,5,58,1.9333333333333333
9,6,66,1.1379310344827587
9,7,43,0.6515151515151515
9,8,48,1.1162790697674418
9,9,54,1.125
9,10,67,1.2407407407407407
9,11,82,1.2238805970149254
9,12,17,0.2073170731707317
9,13,41,2.411764705882353
9,14,62,1.5121951219512195
9,15,39,0.6290322580645161
9,16,51,1.3076923076923077
9,17,45,0.8823529411764706
9,18,55,1.2222222222222223
9,19,54,0.9818181818181818
10,0,1,-1
10,1,2,2.0
10,2,0,0.0
10,3,0,0
10,4,0,0
10,5,0,0
10,6,0,0
10,7,0,0
10,8,0,0
10,9,0,0
10,10,0,0
10,11,0,0
10,12,0,0
10,13,0,0
10,14,0,0
10,15,0,0
10,16,0,0
10,17,0,0
10,18,0,0
10,19,0,0
11,0,2,-1
11,1,5,2.5
11,2,11,2.2
11,3,16,1.4545454545454546
11,4,23,1.4375
11,5,38,1.6521739130434783
11,6,57,1.5
11,7,58,1.0175438596491229
11,8,64,1.103448275862069
11,9,47,0.734375
11,10,53,1.127659574468085
11,11,50,0.9433962264150944
11,12,48,0.96
11,13,45,0.9375
11,14,55,1.2222222222222223
11,15,55,1.0
11,16,64,1.1636363636363636
11,17,64,1.0
11,18,42,0.65625
11,19,53,1.2619047619047619
12,0,4,-1
12,1,5,1.25
12,2,11,2.2
12,3,20,1.8181818181818181
12,4,33,1.65
12,5,57,1.7272727272727273
12,6,45,0.7894736842105263
12,7,53,1.1777777777777778
12,8,64,1.2075471698113207
12,9,38,0.59375
12,10,55,1.4473684210526316
12,11,63,1.1454545454545455
12,12,43,0.6825396825396826
12,13,65,1.5116279069767442
12,14,59,0.9076923076923077
12,15,50,0.847457627118644
12,16,59,1.18
12,17,48,0.8135593220338984
12,18,44,0.9166666666666666
12,19,41,0.9318181818181818
13,0,3,-1
13,1,10,3.3333333333333335
13,2,13,1.3
13,3,17,1.3076923076923077
13,4,30,1.7647058823529411
13,5,66,2.2
13,6,49,0.7424242424242424
13,7,54,1.1020408163265305
13,8,58,1.0740740740740742
13,9,53,0.9137931034482759
13,10,59,1.1132075471698113
13,11,45,0.7627118644067796
13,12,55,1.2222222222222223
13,13,45,0.8181818181818182
13,14,58,1.288888888888889
13,15,60,1.0344827586206897
13,16,54,0.9
13,17,38,0.7037037037037037
13,18,48,1.263157894736842
13,19,41,0.8541666666666666
14,0,3,-1
14,1,6,2.0
14,2,7,1.1666666666666667
14,3,13,1.8571428571428572
14,4,18,1.3846153846153846
14,5,19,1.0555555555555556
14,6,28,1.4736842105263157
14,7,40,1.4285714285714286
14,8,36,0.9
14,9,40,1.1111111111111112
14,10,33,0.825
14,11,59,1.7878787878787878
14,12,60,1.0169491525423728
14,13,50,0.8333333333333334
14,14,70,1.4
14,15,37,0.5285714285714286
14,16,52,1.4054054054054055
14,17,31,0.5961538461538461
14,18,33,1.064516129032258
14,19,49,1.4848484848484849
15,0,1,-1
15,1,3,3.0
15,2,6,2.0
15,3,15,2.5
15,4,34,2.2666666666666666
15,5,68,2.0
15,6,45,0.6617647058823529
15,7,46,1.0222222222222221
15,8,42,0.9130434782608695
15,9,63,1.5
15,10,43,0.6825396825396826
15,11,58,1.3488372093023255
15,12,37,0.6379310344827587
15,13,55,1.4864864864864864
15,14,47,0.8545454545454545
15,15,71,1.5106382978723405
15,16,55,0.7746478873239436
15,17,50,0.9090909090909091
15,18,45,0.9
15,19,49,1.0888888888888888
16,0,5,-1
16,1,11,2.2
16,2,19,1.7272727272727273
16,3,21,1.105263157894737
16,4,42,2.0
16,5,32,0.7619047619047619
16,6,42,1.3125
16,7,43,1.0238095238095237
16,8,39,0.9069767441860465
16,9,35,0.8974358974358975
16,10,40,1.1428571428571428
16,11,26,0.65
16,12,33,1.2692307692307692
16,13,49,1.4848484848484849
16,14,44,0.8979591836734694
16,15,46,1.0454545454545454
16,16,38,0.8260869565217391
16,17,40,1.0526315789473684
16,18,41,1.025
16,19,32,0.7804878048780488
17,0,2,-1
17,1,1,0.5
17,2,3,3.0
17,3,9,3.0
17,4,24,2.6666666666666665
17,5,49,2.0416666666666665
17,6,53,1.0816326530612246
17,7,75,1.4150943396226414
17,8,36,0.48
17,9,43,1.1944444444444444
17,10,46,1.069767441860465
17,11,66,1.434782608695652
17,12,52,0.7878787878787878
17,13,42,0.8076923076923077
17,14,65,1.5476190476190477
17,15,73,1.123076923076923
17,16,46,0.6301369863013698
17,17,53,1.1521739130434783
17,18,57,1.0754716981132075
17,19,59,1.0350877192982457
18,0,2,-1
18,1,3,1.5
18,2,6,2.0
18,3,10,1.6666666666666667
18,4,11,1.1
18,5,16,1.4545454545454546
18,6,36,2.25
18,7,53,1.4722222222222223
18,8,38,0.7169811320754716
18,9,54,1.4210526315789473
18,10,48,0.8888888888888888
18,11,49,1.0208333333333333
18,12,54,1.1020408163265305
18,13,62,1.1481481481481481
18,14,48,0.7741935483870968
18,15,57,1.1875
18,16,48,0.8421052631578947
18,17,56,1.1666666666666667
18,18,66,1.1785714285714286
18,19,43,0.6515151515151515
19,0,3,-1
19,1,13,4.333333333333333
19,2,17,1.3076923076923077
19,3,25,1.4705882352941178
19,4,22,0.88
19,5,25,1.1363636363636365
19,6,23,0.92
19,7,29,1.2608695652173914
19,8,34,1.1724137931034482
19,9,44,1.2941176470588236
19,10,29,0.6590909090909091
19,11,31,1.0689655172413792
19,12,30,0.967741935483871
19,13,27,0.9
19,14,31,1.1481481481481481
19,15,33,1.064516129032258
19,16,46,1.393939393939394
19,17,52,1.1304347826086956
19,18,34,0.6538461538461539
19,19,40,1.1764705882352942
20,0,3,-1
20,1,6,2.0
20,2,6,1.0
20,3,10,1.6666666666666667
20,4,12,1.2
20,5,26,2.1666666666666665
20,6,39,1.5
20,7,33,0.8461538461538461
20,8,27,0.8181818181818182
20,9,36,1.3333333333333333
20,10,45,1.25
20,11,38,0.8444444444444444
20,12,40,1.0526315789473684
20,13,44,1.1
20,14,31,0.7045454545454546
20,15,31,1.0
20,16,50,1.6129032258064515
20,17,33,0.66
20,18,26,0.7878787878787878
20,19,25,0.9615384615384616
21,0,5,-1
21,1,9,1.8
21,2,14,1.5555555555555556
21,3,28,2.0
21,4,46,1.6428571428571428
21,5,40,0.8695652173913043
21,6,39,0.975
21,7,42,1.0769230769230769
21,8,46,1.0952380952380953
21,9,50,1.0869565217391304
21,10,49,0.98
21,11,50,1.0204081632653061
21,12,59,1.18
21,13,63,1.0677966101694916
21,14,60,0.9523809523809523
21,15,67,1.1166666666666667
21,16,68,1.0149253731343284
21,17,27,0.39705882352941174
21,18,47,1.7407407407407407
21,19,61,1.297872340425532
22,0,3,-1
22,1,9,3.0
22,2,17,1.8888888888888888
22,3,24,1.411764705882353
22,4,19,0.7916666666666666
22,5,39,2.0526315789473686
22,6,56,1.435897435897436
22,7,42,0.75
22,8,64,1.5238095238095237
22,9,60,0.9375
22,10,47,0.7833333333333333
22,11,72,1.5319148936170213
22,12,57,0.7916666666666666
22,13,61,1.0701754385964912
22,14,47,0.7704918032786885
22,15,43,0.9148936170212766
22,16,69,1.6046511627906976
22,17,52,0.7536231884057971
22,18,61,1.1730769230769231
22,19,44,0.7213114754098361
23,0,3,-1
23,1,4,1.3333333333333333
23,2,5,1.25
23,3,14,2.8
23,4,36,2.5714285714285716
23,5,51,1.4166666666666667
23,6,38,0.7450980392156863
23,7,43,1.131578947368421
23,8,62,1.441860465116279
23,9,60,0.967741935483871
23,10,35,0.5833333333333334
23,11,39,1.1142857142857143
23,12,33,0.8461538461538461
23,13,40,1.2121212121212122
23,14,48,1.2
23,15,47,0.9791666666666666
23,16,54,1.148936170212766
23,17,44,0.8148148148148148
23,18,40,0.9090909090909091
23,19,48,1.2
24,0,1,-1
24,1,1,1.0
24,2,0,0.0
24,3,0,0
24,4,0,0
24,5,0,0
24,6,0,0
24,7,0,0
24,8,0,0
24,9,0,0
24,10,0,0
24,11,0,0
24,12,0,0
24,13,0,0
24,14,0,0
24,15,0,0
24,16,0,0
24,17,0,0
24,18,0,0
24,19,0,0
25,0,4,-1
25,1,2,0.5
25,2,7,3.5
25,3,8,1.1428571428571428
25,4,17,2.125
25,5,24,1.411764705882353
25,6,31,1.2916666666666667
25,7,31,1.0
25,8,42,1.3548387096774193
25,9,64,1.5238095238095237
25,10,51,0.796875
25,11,53,1.0392156862745099
25,12,40,0.7547169811320755
25,13,51,1.275
25,14,43,0.8431372549019608
25,15,56,1.302325581395349
25,16,40,0.7142857142857143
25,17,57,1.425
25,18,46,0.8070175438596491
25,19,44,0.9565217391304348
26,0,1,-1
26,1,2,2.0
26,2,6,3.0
26,3,13,2.1666666666666665
26,4,24,1.8461538461538463
26,5,38,1.5833333333333333
26,6,48,1.263157894736842
26,7,60,1.25
26,8,57,0.95
26,9,40,0.7017543859649122
26,10,60,1.5
26,11,62,1.0333333333333334
26,12,50,0.8064516129032258
26,13,53,1.06
26,14,55,1.0377358490566038
26,15,36,0.6545454545454545
26,16,62,1.7222222222222223
26,17,74,1.1935483870967742
26,18,38,0.5135135135135135
26,19,51,1.3421052631578947
27,0,3,-1
27,1,7,2.3333333333333335
27,2,20,2.857142857142857
27,3,43,2.15
27,4,37,0.8604651162790697
27,5,49,1.3243243243243243
27,6,45,0.9183673469387755
27,7,64,1.4222222222222223
27,8,40,0.625
27,9,47,1.175
27,10,47,1.0
27,11,65,1.3829787234042554
27,12,34,0.5230769230769231
27,13,37,1.088235294117647
27,14,42,1.135135135135135
27,15,42,1.0
27,16,44,1.0476190476190477
27,17,44,1.0
27,18,48,1.0909090909090908
27,19,62,1.2916666666666667
28,0,4,-1
28,1,8,2.0
28,2,11,1.375
28,3,23,2.090909090909091
28,4,25,1.0869565217391304
28,5,47,1.88
28,6,44,0.9361702127659575
28,7,57,1.2954545454545454
28,8,40,0.7017543859649122
28,9,55,1.375
28,10,52,0.9454545454545454
28,11,46,0.8846153846153846
28,12,50,1.0869565217391304
28,13,41,0.82
28,14,39,0.9512195121951219
28,15,36,0.9230769230769231
28,16,26,0.7222222222222222
28,17,37,1.4230769230769231
28,18,36,0.972972972972973
28,19,56,1.5555555555555556
29,0,2,-1
29,1,4,2.0
29,2,12,3.0
29,3,10,0.8333333333333334
29,4,21,2.1
29,5,34,1.619047619047619
29,6,51,1.5
29,7,54,1.0588235294117647
29,8,64,1.1851851851851851
29,9,45,0.703125
29,10,76,1.6888888888888889
29,11,52,0.6842105263157895
29,12,50,0.9615384615384616
29,13,47,0.94
29,14,69,1.4680851063829787
29,15,41,0.5942028985507246
29,16,56,1.3658536585365855
29,17,39,0.6964285714285714
29,18,57,1.4615384615384615
29,19,63,1.105263157894737
30,0,5,-1
30,1,10,2.0
30,2,26,2.6
30,3,32,1.2307692307692308
30,4,37,1.15625
30,5,45,1.2162162162162162
30,6,54,1.2
30,7,67,1.2407407407407407
30,8,37,0.5522388059701493
30,9,43,1.162162162162162
30,10,49,1.1395348837209303
30,11,54,1.1020408163265305
30,12,51,0.9444444444444444
30,13,59,1.1568627450980393
30,14,49,0.8305084745762712
30,15,36,0.7346938775510204
30,16,49,1.3611111111111112
30,17,58,1.183673469387755
30,18,64,1.103448275862069
30,19,65,1.015625
31,0,1,-1
31,1,3,3.0
31,2,6,2.0
31,3,6,1.0
31,4,8,1.3333333333333333
31,5,10,1.25
31,6,16,1.6
31,7,27,1.6875
31,8,25,0.9259259259259259
31,9,27,1.08
31,10,23,0.8518518518518519
31,11,32,1.391304347826087
31,12,47,1.46875
31,13,59,1.2553191489361701
31,14,36,0.6101694915254238
31,15,40,1.1111111111111112
31,16,34,0.85
31,17,35,1.0294117647058822
31,18,41,1.1714285714285715
31,19,54,1.3170731707317074
32,0,2,-1
32,1,6,3.0
32,2,9,1.5
32,3,22,2.4444444444444446
32,4,24,1.0909090909090908
32,5,29,1.2083333333333333
32,6,33,1.1379310344827587
32,7,61,1.8484848484848484
32,8,32,0.5245901639344263
32,9,36,1.125
32,10,57,1.5833333333333333
32,11,42,0.7368421052631579
32,12,45,1.0714285714285714
32,13,24,0.5333333333333333
32,14,24,1.0
32,15,33,1.375
32,16,46,1.393939393939394
32,17,57,1.2391304347826086
32,18,30,0.5263157894736842
32,19,35,1.1666666666666667
33,0,5,-1
33,1,11,2.2
33,2,17,1.5454545454545454
33,3,18,1.0588235294117647
33,4,17,0.9444444444444444
33,5,25,1.4705882352941178
33,6,31,1.24
33,7,39,1.2580645161290323
33,8,44,1.1282051282051282
33,9,38,0.8636363636363636
33,10,45,1.1842105263157894
33,11,52,1.1555555555555554
33,12,72,1.3846153846153846
33,13,40,0.5555555555555556
33,14,30,0.75
33,15,43,1.4333333333333333
33,16,54,1.255813953488372
33,17,36,0.6666666666666666
33,18,37,1.0277777777777777
33,19,51,1.3783783783783783
34,0,1,-1
34,1,2,2.0
34,2,3,1.5
34,3,4,1.3333333333333333
34,4,7,1.75
34,5,16,2.2857142857142856
34,6,25,1.5625
34,7,30,1.2
34,8,42,1.4
34,9,50,1.1904761904761905
34,10,39,0.78
34,11,54,1.3846153846153846
34,12,50,0.9259259259259259
34,13,45,0.9
34,14,41,0.9111111111111111
34,15,48,1.170731707317073
34,16,51,1.0625
