run_id,step,prev_neutrons,neutrons,next_neutrons,prev_keff,keff,next_keff,classification
4,6,23.0,34,49.0,1.0454545454545454,1.4782608695652173,1.4411764705882353,supercritical
4,7,34.0,49,43.0,1.4782608695652173,1.4411764705882353,0.8775510204081632,supercritical
4,8,49.0,43,49.0,1.4411764705882353,0.8775510204081632,1.1395348837209305,extinguished
4,9,43.0,49,43.0,0.8775510204081632,1.1395348837209305,0.8775510204081632,supercritical
4,10,49.0,43,48.0,1.1395348837209305,0.8775510204081632,1.1162790697674418,extinguished
4,11,43.0,48,61.0,0.8775510204081632,1.1162790697674418,1.2708333333333333,supercritical
4,12,48.0,61,46.0,1.1162790697674418,1.2708333333333333,0.7540983606557377,supercritical
4,13,61.0,46,37.0,1.2708333333333333,0.7540983606557377,0.8043478260869565,extinguished
4,14,46.0,37,48.0,0.7540983606557377,0.8043478260869565,1.2972972972972974,extinguished
4,15,37.0,48,48.0,0.8043478260869565,1.2972972972972974,1.0,supercritical
4,16,48.0,48,54.0,1.2972972972972974,1.0,1.125,equilibrium
4,17,48.0,54,36.0,1.0,1.125,0.6666666666666666,supercritical
4,18,54.0,36,46.0,1.125,0.6666666666666666,1.2777777777777777,extinguished
4,19,36.0,46,-1.0,0.6666666666666666,1.2777777777777777,-1.0,supercritical
5,0,-1.0,5,11.0,-1.0,-1.0,2.2,initial
5,1,5.0,11,25.0,-1.0,2.2,2.272727272727273,supercritical
5,2,11.0,25,44.0,2.2,2.272727272727273,1.76,supercritical
5,3,25.0,44,62.0,2.272727272727273,1.76,1.4090909090909092,supercritical
5,4,44.0,62,41.0,1.76,1.4090909090909092,0.6612903225806451,supercritical
5,5,62.0,41,39.0,1.4090909090909092,0.6612903225806451,0.951219512195122,extinguished
5,6,41.0,39,62.0,0.6612903225806451,0.951219512195122,1.5897435897435896,equilibrium
5,7,39.0,62,46.0,0.951219512195122,1.5897435897435896,0.7419354838709677,supercritical
5,8,62.0,46,60.0,1.5897435897435896,0.7419354838709677,1.3043478260869563,extinguished
5,9,46.0,60,40.0,0.7419354838709677,1.3043478260869563,0.6666666666666666,supercritical
5,10,60.0,40,54.0,1.3043478260869563,0.6666666666666666,1.35,extinguished
5,11,40.0,54,71.0,0.6666666666666666,1.35,1.3148148148148149,supercritical
5,12,54.0,71,40.0,1.35,1.3148148148148149,0.5633802816901409,supercritical
5,13,71.0,40,39.0,1.3148148148148149,0.5633802816901409,0.975,extinguished
5,14,40.0,39,61.0,0.5633802816901409,0.975,1.564102564102564,equilibrium
5,15,39.0,61,62.0,0.975,1.564102564102564,1.0163934426229508,supercritical
5,16,61.0,62,46.0,1.564102564102564,1.0163934426229508,0.7419354838709677,equilibrium
5,17,62.0,46,58.0,1.0163934426229508,0.7419354838709677,1.2608695652173914,extinguished
5,18,46.0,58,71.0,0.7419354838709677,1.2608695652173914,1.2241379310344829,supercritical
5,19,58.0,71,-1.0,1.2608695652173914,1.2241379310344829,-1.0,supercritical
6,0,-1.0,3,7.0,-1.0,-1.0,2.333333333333333,initial
6,1,3.0,7,11.0,-1.0,2.333333333333333,1.5714285714285714,supercritical
6,2,7.0,11,16.0,2.333333333333333,1.5714285714285714,1.4545454545454546,supercritical
6,3,11.0,16,22.0,1.5714285714285714,1.4545454545454546,1.375,supercritical
6,4,16.0,22,31.0,1.4545454545454546,1.375,1.4090909090909092,supercritical
6,5,22.0,31,49.0,1.375,1.4090909090909092,1.5806451612903225,supercritical
6,6,31.0,49,31.0,1.4090909090909092,1.5806451612903225,0.6326530612244898,supercritical
6,7,49.0,31,36.0,1.5806451612903225,0.6326530612244898,1.1612903225806452,extinguished
6,8,31.0,36,48.0,0.6326530612244898,1.1612903225806452,1.3333333333333333,supercritical
6,9,36.0,48,45.0,1.1612903225806452,1.3333333333333333,0.9375,supercritical
6,10,48.0,45,36.0,1.3333333333333333,0.9375,0.8,extinguished
6,11,45.0,36,34.0,0.9375,0.8,0.9444444444444444,extinguished
6,12,36.0,34,38.0,0.8,0.9444444444444444,1.1176470588235294,extinguished
6,13,34.0,38,50.0,0.9444444444444444,1.1176470588235294,1.3157894736842106,supercritical
6,14,38.0,50,54.0,1.1176470588235294,1.3157894736842106,1.08,supercritical
6,15,50.0,54,43.0,1.3157894736842106,1.08,0.7962962962962963,supercritical
6,16,54.0,43,38.0,1.08,0.7962962962962963,0.8837209302325582,extinguished
6,17,43.0,38,48.0,0.7962962962962963,0.8837209302325582,1.263157894736842,extinguished
6,18,38.0,48,44.0,0.8837209302325582,1.263157894736842,0.9166666666666666,supercritical
6,19,48.0,44,-1.0,1.263157894736842,0.9166666666666666,-1.0,extinguished
7,0,-1.0,3,6.0,-1.0,-1.0,2.0,initial
7,1,3.0,6,13.0,-1.0,2.0,2.1666666666666665,supercritical
7,2,6.0,13,27.0,2.0,2.1666666666666665,2.076923076923077,supercritical
7,3,13.0,27,36.0,2.1666666666666665,2.076923076923077,1.3333333333333333,supercritical
7,4,27.0,36,25.0,2.076923076923077,1.3333333333333333,0.6944444444444444,supercritical
7,5,36.0,25,54.0,1.3333333333333333,0.6944444444444444,2.16,extinguished
7,6,25.0,54,66.0,0.6944444444444444,2.16,1.2222222222222223,supercritical
7,7,54.0,66,60.0,2.16,1.2222222222222223,0.9090909090909092,supercritical
7,8,66.0,60,47.0,1.2222222222222223,0.9090909090909092,0.7833333333333333,extinguished
7,9,60.0,47,47.0,0.9090909090909092,0.7833333333333333,1.0,extinguished
7,10,47.0,47,61.0,0.7833333333333333,1.0,1.297872340425532,equilibrium
7,11,47.0,61,52.0,1.0,1.297872340425532,0.8524590163934426,supercritical
7,12,61.0,52,42.0,1.297872340425532,0.8524590163934426,0.8076923076923077,extinguished
7,13,52.0,42,45.0,0.8524590163934426,0.8076923076923077,1.0714285714285714,extinguished
7,14,42.0,45,73.0,0.8076923076923077,1.0714285714285714,1.6222222222222222,supercritical
7,15,45.0,73,35.0,1.0714285714285714,1.6222222222222222,0.4794520547945205,supercritical
7,16,73.0,35,53.0,1.6222222222222222,0.4794520547945205,1.5142857142857142,extinguished
7,17,35.0,53,49.0,0.4794520547945205,1.5142857142857142,0.9245283018867924,supercritical
7,18,53.0,49,62.0,1.5142857142857142,0.9245283018867924,1.2653061224489797,extinguished
7,19,49.0,62,-1.0,0.9245283018867924,1.2653061224489797,-1.0,supercritical
8,0,-1.0,5,14.0,-1.0,-1.0,2.8,initial
8,1,5.0,14,31.0,-1.0,2.8,2.2142857142857144,supercritical
8,2,14.0,31,41.0,2.8,2.2142857142857144,1.3225806451612905,supercritical
8,3,31.0,41,46.0,2.2142857142857144,1.3225806451612905,1.1219512195121952,supercritical
8,4,41.0,46,46.0,1.3225806451612905,1.1219512195121952,1.0,supercritical
8,5,46.0,46,43.0,1.1219512195121952,1.0,0.9347826086956522,equilibrium
8,6,46.0,43,54.0,1.0,0.9347826086956522,1.255813953488372,extinguished
8,7,43.0,54,60.0,0.9347826086956522,1.255813953488372,1.1111111111111112,supercritical
8,8,54.0,60,48.0,1.255813953488372,1.1111111111111112,0.8,supercritical
8,9,60.0,48,64.0,1.1111111111111112,0.8,1.3333333333333333,extinguished
8,10,48.0,64,53.0,0.8,1.3333333333333333,0.828125,supercritical
8,11,64.0,53,72.0,1.3333333333333333,0.828125,1.3584905660377358,extinguished
8,12,53.0,72,36.0,0.828125,1.3584905660377358,0.5,supercritical
8,13,72.0,36,62.0,1.3584905660377358,0.5,1.7222222222222223,extinguished
8,14,36.0,62,40.0,0.5,1.7222222222222223,0.6451612903225806,supercritical
8,15,62.0,40,60.0,1.7222222222222223,0.6451612903225806,1.5,extinguished
8,16,40.0,60,63.0,0.6451612903225806,1.5,1.05,supercritical
8,17,60.0,63,64.0,1.5,1.05,1.0158730158730158,equilibrium
8,18,63.0,64,58.0,1.05,1.0158730158730158,0.90625,equilibrium
8,19,64.0,58,-1.0,1.0158730158730158,0.90625,-1.0,extinguished
9,0,-1.0,2,5.0,-1.0,-1.0,2.5,initial
9,1,2.0,5,8.0,-1.0,2.5,1.6,supercritical
9,2,5.0,8,15.0,2.5,1.6,1.875,supercritical
9,3,8.0,15,30.0,1.6,1.875,2.0,supercritical
9,4,15.0,30,58.0,1.875,2.0,1.933333333333333,supercritical
9,5,30.0,58,66.0,2.0,1.933333333333333,1.137931034482759,supercritical
9,6,58.0,66,43.0,1.933333333333333,1.137931034482759,0.6515151515151515,supercritical
9,7,66.0,43,48.0,1.137931034482759,0.6515151515151515,1.1162790697674418,extinguished
9,8,43.0,48,54.0,0.6515151515151515,1.1162790697674418,1.125,supercritical
9,9,48.0,54,67.0,1.1162790697674418,1.125,1.2407407407407407,supercritical
9,10,54.0,67,82.0,1.125,1.2407407407407407,1.2238805970149254,supercritical
9,11,67.0,82,17.0,1.2407407407407407,1.2238805970149254,0.2073170731707317,supercritical
9,12,82.0,17,41.0,1.2238805970149254,0.2073170731707317,2.411764705882353,extinguished
9,13,17.0,41,62.0,0.2073170731707317,2.411764705882353,1.5121951219512195,supercritical
9,14,41.0,62,39.0,2.411764705882353,1.5121951219512195,0.6290322580645161,supercritical
9,15,62.0,39,51.0,1.5121951219512195,0.6290322580645161,1.3076923076923077,extinguished
9,16,39.0,51,45.0,0.6290322580645161,1.3076923076923077,0.8823529411764706,supercritical
9,17,51.0,45,55.0,1.3076923076923077,0.8823529411764706,1.2222222222222223,extinguished
9,18,45.0,55,54.0,0.8823529411764706,1.2222222222222223,0.9818181818181818,supercritical
9,19,55.0,54,-1.0,1.2222222222222223,0.9818181818181818,-1.0,equilibrium
10,0,-1.0,1,2.0,-1.0,-1.0,2.0,initial
10,1,1.0,2,0.0,-1.0,2.0,0.0,supercritical
10,2,2.0,0,0.0,2.0,0.0,0.0,extinguished
10,3,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,4,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,5,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,6,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,7,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,8,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,9,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,10,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,11,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,12,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,13,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,14,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,15,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,16,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,17,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,18,0.0,0,0.0,0.0,0.0,0.0,extinguished
10,19,0.0,0,-1.0,0.0,0.0,-1.0,extinguished
11,0,-1.0,2,5.0,-1.0,-1.0,2.5,initial
11,1,2.0,5,11.0,-1.0,2.5,2.2,supercritical
11,2,5.0,11,16.0,2.5,2.2,1.4545454545454546,supercritical
11,3,11.0,16,23.0,2.2,1.4545454545454546,1.4375,supercritical
11,4,16.0,23,38.0,1.4545454545454546,1.4375,1.6521739130434785,supercritical
11,5,23.0,38,57.0,1.4375,1.6521739130434785,1.5,supercritical
11,6,38.0,57,58.0,1.6521739130434785,1.5,1.0175438596491229,supercritical
11,7,57.0,58,64.0,1.5,1.0175438596491229,1.103448275862069,equilibrium
11,8,58.0,64,47.0,1.0175438596491229,1.103448275862069,0.734375,supercritical
11,9,64.0,47,53.0,1.103448275862069,0.734375,1.127659574468085,extinguished
11,10,47.0,53,50.0,0.734375,1.127659574468085,0.9433962264150944,supercritical
11,11,53.0,50,48.0,1.127659574468085,0.9433962264150944,0.96,extinguished
11,12,50.0,48,45.0,0.9433962264150944,0.96,0.9375,equilibrium
11,13,48.0,45,55.0,0.96,0.9375,1.2222222222222223,extinguished
11,14,45.0,55,55.0,0.9375,1.2222222222222223,1.0,supercritical
11,15,55.0,55,64.0,1.2222222222222223,1.0,1.1636363636363636,equilibrium
11,16,55.0,64,64.0,1.0,1.1636363636363636,1.0,supercritical
11,17,64.0,64,42.0,1.1636363636363636,1.0,0.65625,equilibrium
11,18,64.0,42,53.0,1.0,0.65625,1.261904761904762,extinguished
11,19,42.0,53,-1.0,0.65625,1.261904761904762,-1.0,supercritical
12,0,-1.0,4,5.0,-1.0,-1.0,1.25,initial
12,1,4.0,5,11.0,-1.0,1.25,2.2,supercritical
12,2,5.0,11,20.0,1.25,2.2,1.818181818181818,supercritical
12,3,11.0,20,33.0,2.2,1.818181818181818,1.65,supercritical
12,4,20.0,33,57.0,1.818181818181818,1.65,1.7272727272727273,supercritical
12,5,33.0,57,45.0,1.65,1.7272727272727273,0.7894736842105263,supercritical
12,6,57.0,45,53.0,1.7272727272727273,0.7894736842105263,1.1777777777777778,extinguished
12,7,45.0,53,64.0,0.7894736842105263,1.1777777777777778,1.2075471698113207,supercritical
12,8,53.0,64,38.0,1.1777777777777778,1.2075471698113207,0.59375,supercritical
12,9,64.0,38,55.0,1.2075471698113207,0.59375,1.4473684210526316,extinguished
12,10,38.0,55,63.0,0.59375,1.4473684210526316,1.1454545454545455,supercritical
12,11,55.0,63,43.0,1.4473684210526316,1.1454545454545455,0.6825396825396826,supercritical
12,12,63.0,43,65.0,1.1454545454545455,0.6825396825396826,1.5116279069767442,extinguished
12,13,43.0,65,59.0,0.6825396825396826,1.5116279069767442,0.9076923076923076,supercritical
12,14,65.0,59,50.0,1.5116279069767442,0.9076923076923076,0.847457627118644,extinguished
12,15,59.0,50,59.0,0.9076923076923076,0.847457627118644,1.18,extinguished
12,16,50.0,59,48.0,0.847457627118644,1.18,0.8135593220338984,supercritical
12,17,59.0,48,44.0,1.18,0.8135593220338984,0.9166666666666666,extinguished
12,18,48.0,44,41.0,0.8135593220338984,0.9166666666666666,0.9318181818181818,extinguished
12,19,44.0,41,-1.0,0.9166666666666666,0.9318181818181818,-1.0,extinguished
13,0,-1.0,3,10.0,-1.0,-1.0,3.333333333333333,initial
13,1,3.0,10,13.0,-1.0,3.333333333333333,1.3,supercritical
13,2,10.0,13,17.0,3.333333333333333,1.3,1.3076923076923077,supercritical
13,3,13.0,17,30.0,1.3,1.3076923076923077,1.7647058823529411,supercritical
13,4,17.0,30,66.0,1.3076923076923077,1.7647058823529411,2.2,supercritical
13,5,30.0,66,49.0,1.7647058823529411,2.2,0.7424242424242424,supercritical
13,6,66.0,49,54.0,2.2,0.7424242424242424,1.1020408163265305,extinguished
13,7,49.0,54,58.0,0.7424242424242424,1.1020408163265305,1.0740740740740742,supercritical
13,8,54.0,58,53.0,1.1020408163265305,1.0740740740740742,0.913793103448276,supercritical
13,9,58.0,53,59.0,1.0740740740740742,0.913793103448276,1.1132075471698113,extinguished
13,10,53.0,59,45.0,0.913793103448276,1.1132075471698113,0.7627118644067796,supercritical
13,11,59.0,45,55.0,1.1132075471698113,0.7627118644067796,1.2222222222222223,extinguished
13,12,45.0,55,45.0,0.7627118644067796,1.2222222222222223,0.8181818181818182,supercritical
13,13,55.0,45,58.0,1.2222222222222223,0.8181818181818182,1.288888888888889,extinguished
13,14,45.0,58,60.0,0.8181818181818182,1.288888888888889,1.0344827586206895,supercritical
13,15,58.0,60,54.0,1.288888888888889,1.0344827586206895,0.9,equilibrium
13,16,60.0,54,38.0,1.0344827586206895,0.9,0.7037037037037037,extinguished
13,17,54.0,38,48.0,0.9,0.7037037037037037,1.263157894736842,extinguished
13,18,38.0,48,41.0,0.7037037037037037,1.263157894736842,0.8541666666666666,supercritical
13,19,48.0,41,-1.0,1.263157894736842,0.8541666666666666,-1.0,extinguished
14,0,-1.0,3,6.0,-1.0,-1.0,2.0,initial
14,1,3.0,6,7.0,-1.0,2.0,1.1666666666666667,supercritical
14,2,6.0,7,13.0,2.0,1.1666666666666667,1.8571428571428568,supercritical
14,3,7.0,13,18.0,1.1666666666666667,1.8571428571428568,1.3846153846153846,supercritical
14,4,13.0,18,19.0,1.8571428571428568,1.3846153846153846,1.0555555555555556,supercritical
14,5,18.0,19,28.0,1.3846153846153846,1.0555555555555556,1.4736842105263157,supercritical
14,6,19.0,28,40.0,1.0555555555555556,1.4736842105263157,1.4285714285714286,supercritical
14,7,28.0,40,36.0,1.4736842105263157,1.4285714285714286,0.9,supercritical
14,8,40.0,36,40.0,1.4285714285714286,0.9,1.1111111111111112,extinguished
14,9,36.0,40,33.0,0.9,1.1111111111111112,0.825,supercritical
14,10,40.0,33,59.0,1.1111111111111112,0.825,1.7878787878787878,extinguished
14,11,33.0,59,60.0,0.825,1.7878787878787878,1.0169491525423728,supercritical
14,12,59.0,60,50.0,1.7878787878787878,1.0169491525423728,0.8333333333333334,equilibrium
14,13,60.0,50,70.0,1.0169491525423728,0.8333333333333334,1.4,extinguished
14,14,50.0,70,37.0,0.8333333333333334,1.4,0.5285714285714286,supercritical
14,15,70.0,37,52.0,1.4,0.5285714285714286,1.4054054054054057,extinguished
14,16,37.0,52,31.0,0.5285714285714286,1.4054054054054057,0.5961538461538461,supercritical
14,17,52.0,31,33.0,1.4054054054054057,0.5961538461538461,1.064516129032258,extinguished
14,18,31.0,33,49.0,0.5961538461538461,1.064516129032258,1.4848484848484849,supercritical
14,19,33.0,49,-1.0,1.064516129032258,1.4848484848484849,-1.0,supercritical
15,0,-1.0,1,3.0,-1.0,-1.0,3.0,initial
15,1,1.0,3,6.0,-1.0,3.0,2.0,supercritical
15,2,3.0,6,15.0,3.0,2.0,2.5,supercritical
15,3,6.0,15,34.0,2.0,2.5,2.2666666666666666,supercritical
15,4,15.0,34,68.0,2.5,2.2666666666666666,2.0,supercritical
15,5,34.0,68,45.0,2.2666666666666666,2.0,0.6617647058823529,supercritical
15,6,68.0,45,46.0,2.0,0.6617647058823529,1.022222222222222,extinguished
15,7,45.0,46,42.0,0.6617647058823529,1.022222222222222,0.9130434782608696,equilibrium
15,8,46.0,42,63.0,1.022222222222222,0.9130434782608696,1.5,extinguished
15,9,42.0,63,43.0,0.9130434782608696,1.5,0.6825396825396826,supercritical
15,10,63.0,43,58.0,1.5,0.6825396825396826,1.3488372093023255,extinguished
15,11,43.0,58,37.0,0.6825396825396826,1.3488372093023255,0.6379310344827587,supercritical
15,12,58.0,37,55.0,1.3488372093023255,0.6379310344827587,1.4864864864864864,extinguished
15,13,37.0,55,47.0,0.6379310344827587,1.4864864864864864,0.8545454545454545,supercritical
15,14,55.0,47,71.0,1.4864864864864864,0.8545454545454545,1.5106382978723405,extinguished
15,15,47.0,71,55.0,0.8545454545454545,1.5106382978723405,0.7746478873239436,supercritical
15,16,71.0,55,50.0,1.5106382978723405,0.7746478873239436,0.9090909090909092,extinguished
15,17,55.0,50,45.0,0.7746478873239436,0.9090909090909092,0.9,extinguished
15,18,50.0,45,49.0,0.9090909090909092,0.9,1.0888888888888888,extinguished
15,19,45.0,49,-1.0,0.9,1.0888888888888888,-1.0,supercritical
16,0,-1.0,5,11.0,-1.0,-1.0,2.2,initial
16,1,5.0,11,19.0,-1.0,2.2,1.7272727272727273,supercritical
16,2,11.0,19,21.0,2.2,1.7272727272727273,1.105263157894737,supercritical
16,3,19.0,21,42.0,1.7272727272727273,1.105263157894737,2.0,supercritical
16,4,21.0,42,32.0,1.105263157894737,2.0,0.7619047619047619,supercritical
16,5,42.0,32,42.0,2.0,0.7619047619047619,1.3125,extinguished
16,6,32.0,42,43.0,0.7619047619047619,1.3125,1.0238095238095235,supercritical
16,7,42.0,43,39.0,1.3125,1.0238095238095235,0.9069767441860463,equilibrium
16,8,43.0,39,35.0,1.0238095238095235,0.9069767441860463,0.8974358974358975,extinguished
16,9,39.0,35,40.0,0.9069767441860463,0.8974358974358975,1.1428571428571428,extinguished
16,10,35.0,40,26.0,0.8974358974358975,1.1428571428571428,0.65,supercritical
16,11,40.0,26,33.0,1.1428571428571428,0.65,1.2692307692307692,extinguished
16,12,26.0,33,49.0,0.65,1.2692307692307692,1.4848484848484849,supercritical
16,13,33.0,49,44.0,1.2692307692307692,1.4848484848484849,0.8979591836734694,supercritical
16,14,49.0,44,46.0,1.4848484848484849,0.8979591836734694,1.0454545454545454,extinguished
16,15,44.0,46,38.0,0.8979591836734694,1.0454545454545454,0.8260869565217391,equilibrium
16,16,46.0,38,40.0,1.0454545454545454,0.8260869565217391,1.0526315789473684,extinguished
16,17,38.0,40,41.0,0.8260869565217391,1.0526315789473684,1.025,supercritical
16,18,40.0,41,32.0,1.0526315789473684,1.025,0.7804878048780488,equilibrium
16,19,41.0,32,-1.0,1.025,0.7804878048780488,-1.0,extinguished
17,0,-1.0,2,1.0,-1.0,-1.0,0.5,initial
17,1,2.0,1,3.0,-1.0,0.5,3.0,extinguished
17,2,1.0,3,9.0,0.5,3.0,3.0,supercritical
17,3,3.0,9,24.0,3.0,3.0,2.6666666666666665,supercritical
17,4,9.0,24,49.0,3.0,2.6666666666666665,2.0416666666666665,supercritical
17,5,24.0,49,53.0,2.6666666666666665,2.0416666666666665,1.0816326530612246,supercritical
17,6,49.0,53,75.0,2.0416666666666665,1.0816326530612246,1.4150943396226414,supercritical
17,7,53.0,75,36.0,1.0816326530612246,1.4150943396226414,0.48,supercritical
17,8,75.0,36,43.0,1.4150943396226414,0.48,1.1944444444444444,extinguished
17,9,36.0,43,46.0,0.48,1.1944444444444444,1.069767441860465,supercritical
17,10,43.0,46,66.0,1.1944444444444444,1.069767441860465,1.434782608695652,supercritical
17,11,46.0,66,52.0,1.069767441860465,1.434782608695652,0.7878787878787878,supercritical
17,12,66.0,52,42.0,1.434782608695652,0.7878787878787878,0.8076923076923077,extinguished
17,13,52.0,42,65.0,0.7878787878787878,0.8076923076923077,1.5476190476190477,extinguished
17,14,42.0,65,73.0,0.8076923076923077,1.5476190476190477,1.123076923076923,supercritical
17,15,65.0,73,46.0,1.5476190476190477,1.123076923076923,0.6301369863013698,supercritical
17,16,73.0,46,53.0,1.123076923076923,0.6301369863013698,1.1521739130434785,extinguished
17,17,46.0,53,57.0,0.6301369863013698,1.1521739130434785,1.0754716981132075,supercritical
17,18,53.0,57,59.0,1.1521739130434785,1.0754716981132075,1.0350877192982455,supercritical
17,19,57.0,59,-1.0,1.0754716981132075,1.0350877192982455,-1.0,equilibrium
18,0,-1.0,2,3.0,-1.0,-1.0,1.5,initial
